n,name,shortname,standard,verdict,filters_passed,mean,max,match.var,match,RT.var,RT,count.air,freq.air,count.floral,freq.floral,count.leaf,freq.leaf,count.ambient,freq.ambient,filter_RT,filter_match,filter_freq.floral,filter_contaminant,filter_area,filter_ambient_ratio,ambient_ratio,filter_ambient_ttest,filter_final
4391,"2H-Pyran-2-one, tetrahydro-6-methyl-",,,,4,438,105118,0.0005,0.78,0.18,10.99,0,0.000,1,0.004,1.000,0.019,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4392,"2H-Pyran-2-one, tetrahydro-6-nonyl-",,,,3,200900,2561456,0.001734,0.85,0.0886,21.40,8,0.170,39,0.163,16.000,0.302,8,0.170212766,High,OK,OK,OK,Low,AmRatioFail,0.9,tTestFail,FALSE
4393,"2H-Pyran-2-one, tetrahydro-6-octyl-",,,,3,128206,4715401,0.001391,0.83,0.0000,21.40,5,0.106,21,0.088,11.000,0.208,5,0.1063829787,High,OK,Rare,OK,OK,AmRatioFail,1.0,tTestFail,FALSE
4394,"2H-Pyran-2-one, tetrahydro-6-pentyl-",,,,1,1929,462948,0.000050,0.725,0.0000,20.84,1,0.021,1,0.004,0.000,0.000,1,0.02127659574,High,Low,Rare,OK,Low,AmRatioFail,0.2,tTestFail,FALSE
4395,"2H-Pyran-2-one, tetrahydro-6-tridecyl-",,,,2,34787,1328388,0.000869,0.83,0.0000,21.40,1,0.021,8,0.033,2.000,0.038,1,0.02127659574,High,OK,Rare,OK,Low,AmRatioFail,1.6,tTestFail,FALSE
4396,"2H-Pyran-2,4(3H)-dione, dihydro-6-methyl-",,,,4,250,59999,NA,0.71,NA,2.87,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4397,"2H-Pyran-2,5-diol, tetrahydro-, diacetate",,,,4,139,33248,NA,0.78,NA,10.18,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4398,"2H-Pyran-2,6(3H)-dione",,,,4,2351,564273,NA,0.73,NA,8.22,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4399,"2H-Pyran, 2-(2-heptadecynyloxy)tetrahydro-",,,,3,5454,1309064,NA,0.71,NA,20.65,0,0.000,1,0.004,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4400,"2H-Pyran, tetrahydro-2-[(tetrahydro-2-furanyl)methoxy]-",,,,4,98,23523,0.0002,0.72,0.00,10.42,0,0.000,1,0.004,1.000,0.019,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4401,"2H-Tetrazol-2-ethanal, 5-methyl-",,,,4,184,44084,NA,0.75,NA,8.65,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4402,2H-Thiopyran-3(6H)-one,,,,4,1613,103300,0.0003,0.75,0.00,7.31,0,0.000,7,0.029,2.000,0.038,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4403,"3-(1,5-Dimethyl-hex-4-enyl)-2,2-dimethyl-cyclopent-3-enol",,,,3,2257,541688,NA,0.76,NA,18.77,0,0.000,1,0.004,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4404,"3-(2-Ethylhexoxy)propan-1-amine, N-acetate",,,,1,0,0,NA,0.71,NA,17.16,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,High,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
4405,3-(Hydroxyamino)-2-methylpent-1-ene,,,,5,1893,232650,0.0001,0.83,0.00,4.63,0,0.000,2,0.008,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
4406,"3-(Hydroxyphenylmethyl)-2,2,3-trimethyloctan-4-one",,,,3,0,0,NA,0.81,NA,7.65,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
4407,"3-(Hydroxyphenylmethyl)-3,4-dimethyl-1-phenylpentan-2-one",,,,4,2000,480042,NA,0.75,NA,14.41,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4408,3-(Methylthio)-2-butanone,,,,1,0,0,NA,0.71,NA,1.93,0,0.000,0,0.000,1.000,0.019,0,0,Low,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4409,"3-[1,3]Dioxolan-2-yl-4-methoxy-6-nitro-benzo[d]isoxazole",,,,4,472,113321,NA,0.73,NA,8.42,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4410,"3-[tert-Butyl(dimethyl)silyl]oxy-2,2-dimethyl-propan-1-ol",,,,2,0,0,NA,0.73,NA,9.94,0,0.000,0,0.000,1.000,0.019,0,0,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4411,"3-Amino-2,4-dimethylpentane",,,,5,3613,334183,0.0005,0.83,0.00,3.15,0,0.000,5,0.021,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
4412,3-Benzoyluracil,,,,2,0,0,NA,0.74,NA,9.59,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
4413,"3-Benzylsulfonyl-2,6,6-trimethylbicyclo(3.1.1)heptane",,,,1,905,137811,0.000267,0.72,0.0060,18.29,1,0.021,2,0.008,1.000,0.019,1,0.02127659574,High,Low,Rare,OK,Low,AmRatioFail,0.6,tTestFail,FALSE
4414,3-Bromooctane,,,,5,48,11632,NA,0.81,NA,9.99,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
4415,3-Buten-1-ol,,,,2,0,0,NA,0.78,NA,8.65,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
4416,3-Buten-2-ol,,,,4,395,52422,0.0005,0.77,0.00,2.96,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4417,"3-Buten-2-ol, 3-methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-",,,,4,292,70166,NA,0.75,NA,10.16,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4418,"3-Buten-2-ol, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, (3E)-",,,,4,3478,834716,NA,0.79,NA,16.45,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4419,"3-Butene-1,2-diol, 1-(2-furanyl)-2-methyl-",,,,4,349,83736,NA,0.72,NA,12.63,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4420,3-Butenoic acid,,,,4,566,87004,0.0072,0.78,0.00,4.70,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4421,"3-Chloropropionic acid, 3-pentadecyl ester",,,,4,891,114403,0.0005,0.74,0.00,10.24,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4422,"3-Chloropropionic acid, tridecyl ester",,,,2,0,0,NA,0.79,NA,16.54,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
4423,"3-Chlropropionic acid, undecyl ester",,,,2,0,0,NA,0.72,NA,16.54,0,0.000,0,0.000,1.000,0.019,0,0,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4424,3-cis-Methoxy-5-cis-methyl-1R-cyclohexanol,,,,4,678,162639,0.0013,0.74,9.43,10.86,0,0.000,1,0.004,1.000,0.019,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4425,"3-Cyclohexen-1-ol, 1-(1,5-dimethyl-4-hexenyl)-4-methyl-",,,,5,19207,4180571,0.009720,0.84,3.0311,17.78,0,0.000,3,0.013,2.000,0.038,0,0,High,OK,Rare,OK,OK,OK,Inf,OK,FALSE
4426,"3-Cyclopentylpropionic acid, 2-phenylethyl ester",,,,4,1766,423752,NA,0.73,NA,6.38,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4427,3-Deoxy-d-mannoic lactone,,,,4,32,7567,NA,0.72,NA,6.13,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4428,3-Dimethylsilyloxy-6-ethyloctane,,,,4,880,211228,0.0002,0.74,0.00,9.00,0,0.000,1,0.004,1.000,0.019,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4429,3-Dimethylsilyloxypentadecane,,,,4,272,65185,NA,0.77,NA,9.00,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4430,3-Dimethylsilyloxytridecane,,,,2,0,0,0.0008,0.73,0.00,9.00,1,0.021,0,0.000,1.000,0.019,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
4431,"3-Dodecen-1-yne, (Z)-",,,,4,340,81535,NA,0.79,NA,8.68,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4432,"3-Ethyl-1,3-dimethyldiaziridine (cis)",,,,2,0,0,NA,0.75,NA,9.92,0,0.000,0,0.000,1.000,0.019,0,0,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4433,"3-Ethyl-1,5-octadiene",,,,4,210,50354,NA,0.79,NA,3.56,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4434,3-Ethyl-2-methyl-1-heptene,,,,4,417,100139,NA,0.71,NA,10.59,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4435,3-Ethyl-2-nonanone,,,,4,634,152041,NA,0.76,NA,2.91,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4436,3-Ethyl-4-methylpentan-1-ol,,,,5,20014,892465,0.0022,0.86,0.36,7.42,0,0.000,11,0.046,6.000,0.113,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
4437,"3-Ethylidene- heptan-2,6-dione",,,,5,11735,2816310,NA,0.82,NA,13.01,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
4438,"3-Furoic acid, anhydride with acetic acid",,,,2,0,0,NA,0.70,NA,9.39,0,0.000,0,0.000,1.000,0.019,0,0,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4439,"3-Heptadecene, (Z)-",,,,3,0,0,0.0002,0.90,0.00,14.23,0,0.000,0,0.000,2.000,0.038,0,0,OK,OK,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4440,3-Heptafluorobutyroxytridecane,,,,2,0,0,NA,0.72,NA,12.86,0,0.000,0,0.000,1.000,0.019,0,0,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4441,"3-Heptanol, 2-methyl-5-nitro-, (R*,R*)-",,,,2,0,0,NA,0.75,NA,9.05,0,0.000,0,0.000,1.000,0.019,0,0,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4442,"3-Heptanol, 2,4-dimethyl-",,,,2,0,0,NA,0.74,NA,8.34,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
4443,"3-Heptanol, 2,6-dimethyl-",,,,2,0,0,NA,0.71,NA,8.13,0,0.000,0,0.000,1.000,0.019,0,0,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4444,"3-Heptanol, 3-methyl-",,,,4,284,68082,NA,0.74,NA,11.24,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4445,"3-Heptanone, 2-methyl-",,,,4,738,177158,NA,0.72,NA,7.85,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4446,"3-Hepten-2-one, (E)-",,,,4,3167,760017,0.0000,0.74,0.00,12.15,0,0.000,1,0.004,1.000,0.019,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4447,"3-Hepten-2-one, (Z)-",,,,5,457,109575,NA,0.82,NA,3.55,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
4448,"3-Heptene, 4-ethyl-",,,,4,10,2284,NA,0.76,NA,7.36,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4449,3-Heptenoic acid,,,,2,435,36263,0.0001,0.72,2.56,9.44,2,0.043,4,0.017,1.000,0.019,2,0.04255319149,OK,Low,Rare,OK,Low,AmRatioFail,0.5,tTestFail,FALSE
4450,"3-Hexanol, 2-methyl-",,,,4,792,189969,NA,0.79,NA,15.19,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4451,3-Hexen-1-ol benzoate,,,,4,792,134710,0.0016,0.74,0.00,16.60,0,0.000,2,0.008,1.000,0.019,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4452,3-Hexen-2-one,,,,4,3178,568464,0.0019,0.80,0.00,7.35,1,0.021,4,0.017,2.000,0.038,1,0.02127659574,OK,OK,Rare,OK,Low,OK,4.4,tTestFail,FALSE
4453,"3-Hexen-2-one, 5-methyl-",,,,5,965,151097,0.0003,0.83,0.00,3.53,0,0.000,2,0.008,3.000,0.057,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
4454,"3-Hexene-2,5-diol",,,,4,372,42071,0.0008,0.77,0.00,3.95,0,0.000,3,0.013,4.000,0.075,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4455,3-Hexyne,,,,4,234,56123,NA,0.72,NA,2.52,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4456,"3-Hexyne-2,5-diol",,,,2,0,0,NA,0.79,NA,7.06,0,0.000,0,0.000,1.000,0.019,0,0,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4457,3-hydroxy-2-methyl-5-(prop-1-en-2-yl)cyclohexanone,,,,4,104,24877,NA,0.76,NA,10.18,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4458,3-Isopropoxybenzaldehyde,,,,4,1998,142247,0.0010,0.73,0.00,13.88,0,0.000,5,0.021,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4459,3-Isopropyl-5-methylhexan-2-one,,,,5,148,35562,0.0000,0.80,38.03,11.89,0,0.000,1,0.004,1.000,0.019,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
4460,3-Mercaptohexyl butanoate,,,,2,0,0,NA,0.76,NA,4.04,0,0.000,0,0.000,1.000,0.019,0,0,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4461,3-Methoxy-3-methylbutanol,,,,4,156,18627,0.0021,0.72,0.00,6.89,0,0.000,3,0.013,3.000,0.057,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4462,"3-Methoxybenzoic acid, 2-butyl ester",,,,5,12264,2943411,NA,0.81,NA,14.69,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
4463,"3-Methoxybenzoic acid, 6-ethyl-3-octyl ester",,,,4,3678,882828,0.0002,0.74,0.00,14.76,0,0.000,1,0.004,1.000,0.019,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4464,3-Methoxycarbonylpyrazole,,,,2,0,0,NA,0.74,NA,9.74,0,0.000,0,0.000,1.000,0.019,0,0,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4465,"3-Methyl-2-butenoic acid, heptadecyl ester",,,,2,0,0,NA,0.70,NA,14.90,0,0.000,0,0.000,1.000,0.019,0,0,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4466,"3-Methyl-2-butenoic acid, pent-2-en-4-ynyl ester",,,,2,0,0,NA,0.76,NA,8.96,0,0.000,0,0.000,1.000,0.019,0,0,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4467,"3-Methyl-5-(1,4,4-trimethylcyclohex-2-enyl)pentan-1-ol",,,,4,356,85512,NA,0.72,NA,13.58,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4468,3-Methyl-hexanoic acid,,,,5,265,63611,0.0000,0.82,0.00,5.52,0,0.000,1,0.004,1.000,0.019,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
4469,"3-Methylpenta-1,3-diene-5-ol, (E)-",,,,3,0,0,0.0001,0.90,0.00,5.57,0,0.000,0,0.000,2.000,0.038,0,0,OK,OK,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4470,3-Methylpentacosane,,,,3,86792,968910,0.008084,0.915,0.0474,23.80,8,0.170,42,0.175,3.000,0.057,8,0.170212766,High,OK,OK,OK,Low,AmRatioFail,1.2,tTestFail,FALSE
4471,3-n-Propyl-2-pyrazolin-5-one,,,,4,2446,568969,0.0002,0.71,13.47,9.34,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4472,3-Nitropropanoic acid,,,,5,2440,585611,0.0002,0.82,0.00,6.29,0,0.000,1,0.004,1.000,0.019,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
4473,3-Nonanol,,,,4,365,87523,NA,0.72,NA,9.00,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4474,3-Nonenoic acid,,,,4,1445,346893,NA,0.70,NA,13.01,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4475,3-Octadecanone,,,,4,201,48254,NA,0.76,NA,8.32,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4476,"3-Octanethiol, thiolacetate",,,,2,0,0,NA,0.71,NA,8.58,0,0.000,0,0.000,1.000,0.019,0,0,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4477,"3-Octanol, acetate",,,,5,534,128074,NA,0.83,NA,4.58,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
4478,"3-Octene-2,5-dione, 6,6,7-trimethyl-, (E)-",,,,4,561,134553,NA,0.75,NA,12.19,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4479,"3-Octene, (E)-",,,,4,70,16870,NA,0.77,NA,5.59,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4480,"3-Octene, 2,2-dimethyl-",,,,2,0,0,NA,0.73,NA,10.59,0,0.000,0,0.000,1.000,0.019,0,0,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4481,"3-Oxatricyclo[4.1.1.0(2,4)]octane, 2,7,7-trimethyl-",,,,4,14,3460,NA,0.72,NA,10.59,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4482,3-Oxo-4-phenylbutyronitrile,,,,5,7206,361450,0.0012,0.84,0.00,12.26,0,0.000,8,0.033,4.000,0.075,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
4483,"3-Pentanol, 2,2-dimethyl-",,,,4,5194,1246602,NA,0.77,NA,14.73,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4484,3-Penten-2-one,,,,5,323,77440,NA,0.83,NA,2.83,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
4485,"3-Penten-2-one, 3-ethyl-4-methyl-",,,,4,119,28675,NA,0.72,NA,9.65,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4486,"3-Penten-2-one, 4-methyl-",,,,3,17386,664131,0.0001,0.84,0.00,7.36,2,0.043,10,0.042,3.000,0.057,2,0.04255319149,OK,OK,Rare,OK,Low,AmRatioFail,2.6,tTestFail,FALSE
4487,3-Phenyl-2-ethoxypropylphthalimide,,,,2,18434,497914,0.0002,0.73,0.00,15.23,4,0.085,22,0.092,10.000,0.189,4,0.08510638298,OK,Low,Rare,OK,Low,AmRatioFail,2.1,tTestFail,FALSE
4488,3-Piperidinemethanol,,,,4,233,55833,NA,0.75,NA,10.33,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4489,3-t-Butyloxaziridine,,,,4,183,43906,NA,0.79,NA,4.91,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4490,3-trans-Methoxy-2-cis-methyl-1R-cyclohexanol,,,,2,0,0,NA,0.75,NA,7.15,0,0.000,0,0.000,1.000,0.019,0,0,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4491,3-Trifluoroacetoxydodecane,,,,4,27,6443,NA,0.71,NA,10.58,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4492,"3-Undecanol, 2,3-dimethyl-",,,,4,222,53377,NA,0.78,NA,9.06,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4493,"3-Undecene, 3-methyl-",,,,4,100,23996,0.0032,0.75,0.00,7.35,0,0.000,1,0.004,1.000,0.019,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4494,"3-Undecene, 8-methyl-",,,,3,0,0,NA,0.90,NA,9.08,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
4495,"3,3-Bis(carbamino)diaziridine",,,,4,753,91843,0.0002,0.75,0.00,10.86,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4496,"3,3-Diacetyl-2,3,4,5-tetrahydro-2-oxofuran",,,,4,135,32316,NA,0.75,NA,8.49,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4497,"3,3-Dimethyl-4-heptanol",,,,2,0,0,0.0009,0.76,0.00,7.35,0,0.000,0,0.000,3.000,0.057,0,0,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4498,"3,3-Dimethyl-6-methylenecyclohexene",,,,5,70,16733,NA,0.81,NA,10.47,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
4499,"3,3-Dimethylheptanoic acid",,,,3,0,0,NA,0.83,NA,10.52,0,0.000,0,0.000,1.000,0.019,0,0,OK,OK,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4500,"3,3-Dimethylnonadecane",,,,3,8930,1082956,0.000000,0.73,0.0001,22.35,0,0.000,2,0.008,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4501,"3,3-Dimethylpyrrolidine-2,5-dione",,,,4,21,5047,NA,0.71,NA,10.60,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4502,"3,3,13,13-Tetraethylpentadecane",,,,1,0,0,NA,0.71,NA,22.58,0,0.000,0,0.000,1.000,0.019,0,0,High,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4503,"3,3,3-Trifluoro-1-piperidin-1-yl-2-trifluoromethyl-propan-1-one",,,,3,111895,5562132,0.0002,0.79,0.00,12.91,3,0.064,10,0.042,4.000,0.075,3,0.06382978723,OK,Low,Rare,OK,OK,AmRatioFail,2.0,tTestFail,FALSE
4504,"3,3'-Thiobis[N-furfurylpropionamide)",,,,2,0,0,NA,0.72,NA,3.18,0,0.000,0,0.000,1.000,0.019,0,0,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4505,"3,4-Diacetylfurazan",,,,2,0,0,NA,0.77,NA,4.25,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
4506,"3,4-Difluorobenzaldehyde",,,,4,111,26633,0.0002,0.75,0.00,6.51,0,0.000,1,0.004,1.000,0.019,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4507,"3,4-Dimethylcumene",,,,4,566,135957,NA,0.79,NA,11.59,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4508,"3,4-Dimethylcyclopentanone",,,,2,232,55610,0.0013,0.77,0.00,8.65,1,0.021,1,0.004,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.4,tTestFail,FALSE
4509,"3,4-Dimethylpent-2-en-1-ol",,,,4,61,14626,NA,0.76,NA,8.59,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4510,"3,5-Bis(morpholino N-methyl), 4-oxo, 2,2,6,6-tetramethylpiperidine-1-oxyl",,,,4,220,52707,NA,0.71,NA,16.22,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
4511,"3,5-Difluorophenol",,,,2,0,0,NA,0.72,NA,8.97,0,0.000,0,0.000,1.000,0.019,0,0,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
4512,"3,5-Dimethyl-2-octanol",,,,2,87,11464,0.0015,0.76,0.00,8.70,2,0.043,2,0.008,4.000,0.075,2,0.04255319149,OK,Low,Rare,OK,Low,AmRatioFail,0.1,tTestFail,FALSE
4513,"3,5-Dimethyldihydropyran-2,6-dione",,,,2,321,47378,0.0019,0.76,0.00,8.52,2,0.043,2,0.008,0.000,0.000,2,0.04255319149,OK,Low,Rare,OK,Low,AmRatioFail,0.5,tTestFail,FALSE
4514,"3,5-Heptadienal, 2-ethylidene-6-methyl-",,,,2,0,0,NA,0.73,NA,11.80,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
4515,"3,5-Methanocyclopentapyrazole, 3,3a,4,5,6,6a-hexahydro-3a,4,4-trimethyl-",,,,4,290,69698,NA,0.78,NA,8.98,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
